metric,size,dims,result
pca_$\Delta\theta$,10,5,0.19578013134995229
corr,10,5,0.08643972876322073
pMSE,10,5,0.14177661162145666
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.05715380743775642
pca_$\Delta\theta$,10,5,0.14733498042181992
corr,10,5,0.22393430930148628
pMSE,10,5,0.11199604801646604
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.150683387497155
pca_$\Delta\theta$,10,5,0.45269712036697013
corr,10,5,0.21548544387672502
pMSE,10,5,0.09674419556642296
ks_test,10,5,0.29999999999999993
pca_$\Delta\lambda$,10,5,0.24517188785736557
pca_$\Delta\theta$,10,5,0.5252019972180179
corr,10,5,0.15320557518317054
pMSE,10,5,0.1816231650098707
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.0401523561422603
pca_$\Delta\theta$,10,5,0.20577661753375096
corr,10,5,0.11551657358689901
pMSE,10,5,0.22135540899508613
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.12179103044093759
pca_$\Delta\theta$,10,5,0.28403216609404996
corr,10,5,0.21072363066273742
pMSE,10,5,0.22531781402124346
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.036983422223829596
pca_$\Delta\theta$,10,5,0.7810097355612257
corr,10,5,0.21685682412858392
pMSE,10,5,0.13185308845968507
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.24732687678116408
pca_$\Delta\theta$,10,5,0.8083464574915302
corr,10,5,0.16154299887439602
pMSE,10,5,0.13137921284795134
ks_test,10,5,0.26
pca_$\Delta\lambda$,10,5,0.14764243725455972
pca_$\Delta\theta$,10,5,0.9308795812622507
corr,10,5,0.2772070749665957
pMSE,10,5,0.1341498818853913
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.10053933740649751
pca_$\Delta\theta$,10,5,0.27172084193270973
corr,10,5,0.1599501972127261
pMSE,10,5,0.22628032910471202
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.047924616992792005
pca_$\Delta\theta$,10,5,0.48501477678854754
corr,10,5,0.29734563430024574
pMSE,10,5,0.08995714056359028
ks_test,10,5,0.24
pca_$\Delta\lambda$,10,5,0.08836357168160033
pca_$\Delta\theta$,10,5,0.9755660246088012
corr,10,5,0.14943981790634364
pMSE,10,5,0.08231295419213563
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.024827111059457917
pca_$\Delta\theta$,10,5,0.31586598303806684
corr,10,5,0.29197225206368504
pMSE,10,5,0.21335433106693963
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.13559639388288905
pca_$\Delta\theta$,10,5,0.9642630246394015
corr,10,5,0.20461856839891596
pMSE,10,5,0.21863719607833132
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.14298498990603625
pca_$\Delta\theta$,10,5,0.6123764446274393
corr,10,5,0.23259083469420205
pMSE,10,5,0.16079296642231
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.2934427148886609
pca_$\Delta\theta$,10,5,0.1960683779701599
corr,10,5,0.16931450197622774
pMSE,10,5,0.16748472961751687
ks_test,10,5,0.4
pca_$\Delta\lambda$,10,5,0.10005078718702408
pca_$\Delta\theta$,10,5,0.43785725778755513
corr,10,5,0.1228338266141227
pMSE,10,5,0.1791371457139773
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.04396957534026827
pca_$\Delta\theta$,10,5,0.0998222485611014
corr,10,5,0.18210509473276593
pMSE,10,5,0.03883809702913297
ks_test,10,5,0.21999999999999997
pca_$\Delta\lambda$,10,5,0.1683824598671286
pca_$\Delta\theta$,10,5,0.5414981881318266
corr,10,5,0.310760173345893
pMSE,10,5,0.288737052673211
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.058591649394713737
pca_$\Delta\theta$,10,5,0.661492769799693
corr,10,5,0.09996428268855276
pMSE,10,5,0.0914157220718407
ks_test,10,5,0.26
pca_$\Delta\lambda$,10,5,0.0542429610172336
pca_$\Delta\theta$,10,5,0.2276945383013262
corr,10,5,0.20361733192757386
pMSE,10,5,0.13880190896124972
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.08677141824990697
pca_$\Delta\theta$,10,5,0.5320078256591835
corr,10,5,0.1191159103260507
pMSE,10,5,0.07298341605970088
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.15906735578581963
pca_$\Delta\theta$,10,5,0.4469598887656211
corr,10,5,0.21410105817951477
pMSE,10,5,0.18557976244301239
ks_test,10,5,0.29999999999999993
pca_$\Delta\lambda$,10,5,0.10718821718934664
pca_$\Delta\theta$,10,5,0.39706288127287126
corr,10,5,0.16316911013460392
pMSE,10,5,0.18671194038509373
ks_test,10,5,0.4
pca_$\Delta\lambda$,10,5,0.2780389988551707
pca_$\Delta\theta$,10,5,0.776578632599784
corr,10,5,0.10550844570831286
pMSE,10,5,0.16874829680882825
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.08041134716585871
pca_$\Delta\theta$,10,5,0.318049121169369
corr,10,5,0.1875461309150035
pMSE,10,5,0.1838080260654261
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.17442757429206993
pca_$\Delta\theta$,10,5,0.3492832097352548
corr,10,5,0.15413047854656467
pMSE,10,5,0.2002888315295071
ks_test,10,5,0.31999999999999995
pca_$\Delta\lambda$,10,5,0.09159480930060326
pca_$\Delta\theta$,10,5,0.2111217874739141
corr,10,5,0.20223746842938412
pMSE,10,5,0.12103636393495606
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.24667169193608948
pca_$\Delta\theta$,10,5,0.4419151768033536
corr,10,5,0.18545413768556568
pMSE,10,5,0.1792645025155224
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.10019914260946103
pca_$\Delta\theta$,10,5,0.41074350467976095
corr,10,5,0.15413735349347443
pMSE,10,5,0.12352617678336511
ks_test,10,5,0.26
pca_$\Delta\lambda$,10,5,0.08029649466071691
pca_$\Delta\theta$,10,5,0.10852496090888297
corr,10,5,0.11250469361879671
pMSE,10,5,0.16333195982707654
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.10744521005941478
pca_$\Delta\theta$,10,5,0.09630355508860905
corr,10,5,0.15036051199592376
pMSE,10,5,0.24794829104436483
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.18865476455375696
pca_$\Delta\theta$,10,5,0.4185370479750218
corr,10,5,0.14876716006637442
pMSE,10,5,0.13026209694100008
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.07011374084418748
pca_$\Delta\theta$,10,5,0.6640549013107371
corr,10,5,0.2926651215375159
pMSE,10,5,0.2750261717838451
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.3157981510333012
pca_$\Delta\theta$,10,5,0.9618007473505723
corr,10,5,0.19768583958369054
pMSE,10,5,0.2266723518749591
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.11407277824673612
pca_$\Delta\theta$,10,5,0.5704391887439445
corr,10,5,0.09334213244457104
pMSE,10,5,0.1850926999999341
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.12375465348914362
pca_$\Delta\theta$,10,5,0.23739136192458452
corr,10,5,0.12924518788837686
pMSE,10,5,0.12837481867532882
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.10285216927801649
pca_$\Delta\theta$,10,5,0.09303700405852712
corr,10,5,0.11002895198590404
pMSE,10,5,0.1587549174286102
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.0936545424766683
pca_$\Delta\theta$,10,5,0.11071299358851372
corr,10,5,0.22008608919418132
pMSE,10,5,0.23192826310288792
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.21679157704577157
pca_$\Delta\theta$,10,5,0.8587901792158091
corr,10,5,0.18812630883087145
pMSE,10,5,0.25269435944177515
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.2303519561397339
pca_$\Delta\theta$,10,5,0.5917449622715412
corr,10,5,0.1320495455390554
pMSE,10,5,0.15803508595189183
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.015357221843697332
pca_$\Delta\theta$,10,5,0.4707445485064557
corr,10,5,0.17317445859739414
pMSE,10,5,0.1662173653692924
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.09333784009073492
pca_$\Delta\theta$,10,5,0.602765961682014
corr,10,5,0.1498757777793175
pMSE,10,5,0.18131991460640032
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.13815942266497422
pca_$\Delta\theta$,10,5,0.20039213363549116
corr,10,5,0.1730693573464697
pMSE,10,5,0.09831838411854396
ks_test,10,5,0.24
pca_$\Delta\lambda$,10,5,0.10744752105766489
pca_$\Delta\theta$,10,5,0.4430265662880809
corr,10,5,0.36520871453847914
pMSE,10,5,0.19964433086111671
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.0294119053664379
pca_$\Delta\theta$,10,5,0.9220209862535681
corr,10,5,0.21331707648292392
pMSE,10,5,0.15843296773056884
ks_test,10,5,0.4
pca_$\Delta\lambda$,10,5,0.15056754002661712
pca_$\Delta\theta$,10,5,0.7821070259218473
corr,10,5,0.32684699294223674
pMSE,10,5,0.1947136028694108
ks_test,10,5,0.27999999999999997
pca_$\Delta\lambda$,10,5,0.060287163866928714
pca_$\Delta\theta$,10,5,0.6168825986043773
corr,10,5,0.15059973034634266
pMSE,10,5,0.09793560120870046
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.07144620503037044
pca_$\Delta\theta$,10,5,0.4054114080562243
corr,10,5,0.1615510342285294
pMSE,10,5,0.1121590740442624
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.2263222420697412
pca_$\Delta\theta$,10,5,0.2895899526708922
corr,10,5,0.17671361171219951
pMSE,10,5,0.17875460880242522
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.029622173743516677
pca_$\Delta\theta$,10,5,0.30886401929584306
corr,10,5,0.22085691483657405
pMSE,10,5,0.30127521561029436
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.07223740153798018
pca_$\Delta\theta$,10,5,0.5644737477215381
corr,10,5,0.12847786105731276
pMSE,10,5,0.14390070681587114
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.2281626562628583
pca_$\Delta\theta$,10,5,0.2573759556891007
corr,10,5,0.21615053413957402
pMSE,10,5,0.11130667861999119
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.3270537524279067
pca_$\Delta\theta$,10,5,0.416081233462979
corr,10,5,0.1298186312940076
pMSE,10,5,0.17787389193556516
ks_test,10,5,0.30000000000000004
pca_$\Delta\lambda$,10,5,0.15929972077075538
pca_$\Delta\theta$,10,5,0.0646746123418213
corr,10,5,0.26331326597123483
pMSE,10,5,0.3147812712044695
ks_test,10,5,0.45999999999999996
pca_$\Delta\lambda$,10,5,0.2471875032578897
pca_$\Delta\theta$,10,5,0.4859696430844238
corr,10,5,0.15228185241679668
pMSE,10,5,0.18190733504301393
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.08038554277328389
pca_$\Delta\theta$,10,5,0.5500800501010227
corr,10,5,0.1927024947548069
pMSE,10,5,0.07940363818149788
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.27155616872206123
pca_$\Delta\theta$,10,5,0.42962980596230854
corr,10,5,0.15583986367350036
pMSE,10,5,0.2443861594549816
ks_test,10,5,0.43999999999999995
pca_$\Delta\lambda$,10,5,0.04595018349650605
pca_$\Delta\theta$,10,5,0.36400286420040584
corr,10,5,0.0675668781613694
pMSE,10,5,0.13556190928779893
ks_test,10,5,0.27999999999999997
pca_$\Delta\lambda$,10,5,0.07348559293890705
pca_$\Delta\theta$,10,5,0.11198240015684575
corr,10,5,0.08063811927261991
pMSE,10,5,0.12334537495847245
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.042451889268999676
pca_$\Delta\theta$,10,5,0.28771159996502554
corr,10,5,0.05295228668964748
pMSE,10,5,0.13014385066696424
ks_test,10,5,0.24
pca_$\Delta\lambda$,10,5,0.049339607531188046
pca_$\Delta\theta$,10,5,0.37299911404698133
corr,10,5,0.21048304313725796
pMSE,10,5,0.1262941808264751
ks_test,10,5,0.31999999999999995
pca_$\Delta\lambda$,10,5,0.04438824000993068
pca_$\Delta\theta$,10,5,0.8635903142103365
corr,10,5,0.1511045413827675
pMSE,10,5,0.13605823061717803
ks_test,10,5,0.24
pca_$\Delta\lambda$,10,5,0.07279177493928908
pca_$\Delta\theta$,10,5,0.9563704171529281
corr,10,5,0.2101385388172088
pMSE,10,5,0.2514725983977686
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.036473918941188926
pca_$\Delta\theta$,10,5,0.7441240217245451
corr,10,5,0.3238845778269884
pMSE,10,5,0.10972016044037583
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.43238771321256625
pca_$\Delta\theta$,10,5,0.882848243304518
corr,10,5,0.19016493361309564
pMSE,10,5,0.14350949807337599
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.17513762902937186
pca_$\Delta\theta$,10,5,0.5240589154377369
corr,10,5,0.09800285980007774
pMSE,10,5,0.2778747404213881
ks_test,10,5,0.41999999999999993
pca_$\Delta\lambda$,10,5,0.07102786989790046
pca_$\Delta\theta$,10,5,0.20626657594028935
corr,10,5,0.1881938061458248
pMSE,10,5,0.2397937944153962
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.21179581445577217
pca_$\Delta\theta$,10,5,0.4241268612301334
corr,10,5,0.08796807098343165
pMSE,10,5,0.07596470301243137
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.04899672289680387
pca_$\Delta\theta$,10,5,0.40920610186976075
corr,10,5,0.12794960508790476
pMSE,10,5,0.22122041848584648
ks_test,10,5,0.4800000000000001
pca_$\Delta\lambda$,10,5,0.07152163705493972
pca_$\Delta\theta$,10,5,0.2979563429552224
corr,10,5,0.2275813190614509
pMSE,10,5,0.17044887616187596
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.21529291332897627
pca_$\Delta\theta$,10,5,0.9119256043731923
corr,10,5,0.19104181260180314
pMSE,10,5,0.23541125572485172
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.13553828711042287
pca_$\Delta\theta$,10,5,0.8127476941689394
corr,10,5,0.32023959425570686
pMSE,10,5,0.10071183263022968
ks_test,10,5,0.24
pca_$\Delta\lambda$,10,5,0.1088616337910455
pca_$\Delta\theta$,10,5,0.8472341262912257
corr,10,5,0.22225759391161773
pMSE,10,5,0.15895364586092747
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.35138927247322
pca_$\Delta\theta$,10,5,0.9400123085860497
corr,10,5,0.20912011274117756
pMSE,10,5,0.08187830927141686
ks_test,10,5,0.27999999999999997
pca_$\Delta\lambda$,10,5,0.1993695247435302
pca_$\Delta\theta$,10,5,0.5417439843422989
corr,10,5,0.17162545760996895
pMSE,10,5,0.24131434406372945
ks_test,10,5,0.52
pca_$\Delta\lambda$,10,5,0.24865051475337993
pca_$\Delta\theta$,10,5,0.51507001627758
corr,10,5,0.1904656047915293
pMSE,10,5,0.10316991581183284
ks_test,10,5,0.31999999999999995
pca_$\Delta\lambda$,10,5,0.200166379012797
pca_$\Delta\theta$,10,5,0.5847286558774528
corr,10,5,0.06868268447817391
pMSE,10,5,0.2185657475713027
ks_test,10,5,0.38000000000000006
pca_$\Delta\lambda$,10,5,0.10174718452488515
pca_$\Delta\theta$,10,5,0.2570893326214037
corr,10,5,0.14932691519092217
pMSE,10,5,0.16282507632219467
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.16360111085906054
pca_$\Delta\theta$,10,5,0.1787906530357359
corr,10,5,0.20551841467654897
pMSE,10,5,0.17129772842311417
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.2574602678577321
pca_$\Delta\theta$,10,5,0.5768133734513657
corr,10,5,0.18061328444619856
pMSE,10,5,0.2581991734599323
ks_test,10,5,0.44000000000000006
pca_$\Delta\lambda$,10,5,0.09888419720332715
pca_$\Delta\theta$,10,5,0.3773531212750039
corr,10,5,0.09614796152699182
pMSE,10,5,0.22344618846726688
ks_test,10,5,0.4
pca_$\Delta\lambda$,10,5,0.0490566647585952
pca_$\Delta\theta$,10,5,0.4301294798626589
corr,10,5,0.14376551162414086
pMSE,10,5,0.09103657379761883
ks_test,10,5,0.30000000000000004
pca_$\Delta\lambda$,10,5,0.19185050471856877
pca_$\Delta\theta$,10,5,0.15131790110146676
corr,10,5,0.16551033398794945
pMSE,10,5,0.1334942546939115
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.10621126426467968
pca_$\Delta\theta$,10,5,0.6277357890870509
corr,10,5,0.10300818033558659
pMSE,10,5,0.17833403141243162
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.0596498142420226
pca_$\Delta\theta$,10,5,0.12400854516342623
corr,10,5,0.15137471193103208
pMSE,10,5,0.16562807613085695
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.13743843793714744
pca_$\Delta\theta$,10,5,0.432901333587845
corr,10,5,0.12772864404133324
pMSE,10,5,0.3012774361133928
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.08297419811551576
pca_$\Delta\theta$,10,5,0.15479020191799964
corr,10,5,0.17063215895325773
pMSE,10,5,0.10204194587108764
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.09323080476977591
pca_$\Delta\theta$,10,5,0.3141271080733359
corr,10,5,0.15654808716162166
pMSE,10,5,0.10881812977574987
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.2698532146276966
pca_$\Delta\theta$,10,5,0.3581411365897162
corr,10,5,0.16131525981069295
pMSE,10,5,0.14229554410177142
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.20925147505771338
pca_$\Delta\theta$,10,5,0.3479128106629996
corr,10,5,0.3152766598864086
pMSE,10,5,0.07159929725551738
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.323771603369333
pca_$\Delta\theta$,10,5,0.7483429926079314
corr,10,5,0.1305132171804016
pMSE,10,5,0.31117548775150194
ks_test,10,5,0.4
pca_$\Delta\lambda$,10,5,0.056023921231070924
pca_$\Delta\theta$,10,5,0.6421668254464064
corr,10,5,0.1337533044371652
pMSE,10,5,0.2508492966738351
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.13158160926349022
pca_$\Delta\theta$,10,5,0.37889256308178676
corr,10,5,0.13627897280015724
pMSE,10,5,0.13648390157046408
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.07742277301588124
pca_$\Delta\theta$,10,5,0.1306233771817374
corr,10,5,0.224985519840406
pMSE,10,5,0.24928979607208931
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.16696996166494052
pca_$\Delta\theta$,10,5,0.5257686624750036
corr,10,5,0.11640192653311707
pMSE,10,5,0.17765440443536112
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.03926289863898917
pca_$\Delta\theta$,10,5,0.2867448792967735
corr,10,5,0.11624945554052461
pMSE,10,5,0.1517997086174926
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.06063887001399226
pca_$\Delta\theta$,10,5,0.34515722551339667
corr,10,5,0.1710663198801204
pMSE,10,5,0.11774516865127582
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.09557752599542776
pca_$\Delta\theta$,10,5,0.3310101786406098
corr,10,5,0.1982423300043395
pMSE,10,5,0.11337341863597061
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.30237837693874
pca_$\Delta\theta$,10,5,0.2453927931548487
corr,10,5,0.0918329195307805
pMSE,10,5,0.14196278060892956
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.06788371122344108
pca_$\Delta\theta$,10,5,0.24942309539525803
corr,10,5,0.2812019508601502
pMSE,10,5,0.18196424597851513
ks_test,10,5,0.32000000000000006
pca_$\Delta\lambda$,10,5,0.1626553425772612
pca_$\Delta\theta$,10,5,0.5989517279622545
corr,10,5,0.21643544188362376
pMSE,10,5,0.22005441703499334
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.11452529861619443
pca_$\Delta\theta$,10,5,0.34144253897127685
corr,10,5,0.1379503015043006
pMSE,10,5,0.1903870864356553
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.11170756676051188
pca_$\Delta\theta$,10,5,0.2660279852042837
corr,10,5,0.31313491140661975
pMSE,10,5,0.16275446747937553
ks_test,10,5,0.36
pca_$\Delta\lambda$,10,5,0.17175841734949723
pca_$\Delta\theta$,10,5,0.805085137439114
corr,10,5,0.1317700961586627
pMSE,10,5,0.17314529638252257
ks_test,10,5,0.34
pca_$\Delta\lambda$,10,5,0.06459425392057076
pca_$\Delta\theta$,10,5,0.16122872317211498
corr,10,5,0.14138755141638787
pMSE,10,5,0.17372839571231974
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.23102649575098347
pca_$\Delta\theta$,10,5,0.47124874260723615
corr,10,5,0.22944044697511073
pMSE,10,5,0.21577062801550792
ks_test,10,5,0.33999999999999997
pca_$\Delta\lambda$,10,5,0.1695515704992638
pca_$\Delta\theta$,10,5,0.6246331941677367
corr,10,5,0.21282155317719428
pMSE,10,5,0.2927612572397241
ks_test,10,5,0.43999999999999995
pca_$\Delta\lambda$,10,5,0.16637810546032256
pca_$\Delta\theta$,10,5,0.28715921520254095
corr,10,5,0.16641378321079747
pMSE,10,5,0.10624608980903641
ks_test,10,5,0.30000000000000004
pca_$\Delta\lambda$,10,5,0.11997364263565218
pca_$\Delta\theta$,10,5,0.22793736333195683
corr,10,5,0.10066047445477817
pMSE,10,5,0.28150890160788977
ks_test,10,5,0.45999999999999996
pca_$\Delta\lambda$,10,5,0.08188646855274237
pca_$\Delta\theta$,10,5,0.9177328065816909
corr,10,5,0.27028000775046984
pMSE,10,5,0.17032740689777676
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.28655755285089696
pca_$\Delta\theta$,10,5,0.8685142807845684
corr,10,5,0.13686545722780838
pMSE,10,5,0.12984071115104667
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.013955010143073949
pca_$\Delta\theta$,10,5,0.4122696450786671
corr,10,5,0.1075324146584605
pMSE,10,5,0.16159525132911856
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.061311282488001856
pca_$\Delta\theta$,10,5,0.2620666916035486
corr,10,5,0.3105795734228238
pMSE,10,5,0.2322510072438036
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.17586753554932774
pca_$\Delta\theta$,10,5,0.5209422870066414
corr,10,5,0.2416906225373332
pMSE,10,5,0.1789591914414136
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.2442220439036546
pca_$\Delta\theta$,10,5,0.280402107392584
corr,10,5,0.2030972863620178
pMSE,10,5,0.09009853160793184
ks_test,10,5,0.30000000000000004
pca_$\Delta\lambda$,10,5,0.10780091328788664
pca_$\Delta\theta$,10,5,0.3971758158456091
corr,10,5,0.2341637124694448
pMSE,10,5,0.3026383704246352
ks_test,10,5,0.44000000000000006
pca_$\Delta\lambda$,10,5,0.07661571872426243
pca_$\Delta\theta$,10,5,0.7845566510062368
corr,10,5,0.17048982082216094
pMSE,10,5,0.10066263908171572
ks_test,10,5,0.3
pca_$\Delta\lambda$,10,5,0.15312014731557738
pca_$\Delta\theta$,10,5,0.38496262610533355
corr,10,5,0.16078408409767525
pMSE,10,5,0.15447420340045057
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.15661315918141475
pca_$\Delta\theta$,10,5,0.28502935579771005
corr,10,5,0.2856095583549876
pMSE,10,5,0.16911138466669354
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.20283386642812087
pca_$\Delta\theta$,10,5,0.9648044174522192
corr,10,5,0.13276169740494648
pMSE,10,5,0.24943830645184234
ks_test,10,5,0.42000000000000004
pca_$\Delta\lambda$,10,5,0.17069799766405244
pca_$\Delta\theta$,10,5,0.45400581678319935
corr,10,5,0.2147568168001098
pMSE,10,5,0.28052873693251745
ks_test,10,5,0.44000000000000006
pca_$\Delta\lambda$,10,5,0.14718042804970818
pca_$\Delta\theta$,10,5,0.2731211702849511
corr,10,5,0.11767656197656473
pMSE,10,5,0.2655970081467188
ks_test,10,5,0.38
pca_$\Delta\lambda$,10,5,0.08936879720553753
pca_$\Delta\theta$,10,5,0.1513290493821764
corr,10,5,0.157162080661086
pMSE,10,5,0.20288188017982717
ks_test,10,5,0.36000000000000004
pca_$\Delta\lambda$,10,5,0.09986912681943508
pca_$\Delta\theta$,10,5,0.23704600248607077
corr,10,5,0.1029826204487249
pMSE,10,5,0.12252202894318058
ks_test,10,5,0.28
pca_$\Delta\lambda$,10,5,0.10242503015134365
pca_$\Delta\theta$,10,5,0.11859255416240547
corr,10,5,0.13957422082223922
pMSE,10,5,0.22652451645142374
ks_test,10,5,0.32
pca_$\Delta\lambda$,10,5,0.21626636256922185
pca_$\Delta\theta$,10,5,0.3158796634103479
